nazwa_stopu,kategoria,alloy_key,folder_1000x,image_path,image_filename,grubosc_mm,T_aust_C,t_aust_min,T_hart_C,t_hart_min,Rm_MPa,Rp02_MPa,A_pct,impact_J,HB,HB_skala,chem_C,chem_Si,chem_Mn,chem_S,chem_P,chem_Mg,chem_Cu,chem_Ni
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-005.jpg,Ni.2_3mm_1000x-005.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-006.jpg,Ni.2_3mm_1000x-006.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-007.jpg,Ni.2_3mm_1000x-007.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-008.jpg,Ni.2_3mm_1000x-008.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-009.jpg,Ni.2_3mm_1000x-009.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-010.jpg,Ni.2_3mm_1000x-010.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-011.jpg,Ni.2_3mm_1000x-011.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-012.jpg,Ni.2_3mm_1000x-012.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-013.jpg,Ni.2_3mm_1000x-013.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-014.jpg,Ni.2_3mm_1000x-014.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-015.jpg,Ni.2_3mm_1000x-015.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-016.jpg,Ni.2_3mm_1000x-016.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-017.jpg,Ni.2_3mm_1000x-017.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-018.jpg,Ni.2_3mm_1000x-018.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-019.jpg,Ni.2_3mm_1000x-019.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-020.jpg,Ni.2_3mm_1000x-020.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-021.jpg,Ni.2_3mm_1000x-021.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-022.jpg,Ni.2_3mm_1000x-022.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-023.jpg,Ni.2_3mm_1000x-023.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-024.jpg,Ni.2_3mm_1000x-024.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-025.jpg,Ni.2_3mm_1000x-025.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-026.jpg,Ni.2_3mm_1000x-026.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-027.jpg,Ni.2_3mm_1000x-027.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-028.jpg,Ni.2_3mm_1000x-028.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-029.jpg,Ni.2_3mm_1000x-029.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-030.jpg,Ni.2_3mm_1000x-030.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-031.jpg,Ni.2_3mm_1000x-031.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-032.jpg,Ni.2_3mm_1000x-032.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-033.jpg,Ni.2_3mm_1000x-033.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-034.jpg,Ni.2_3mm_1000x-034.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-035.jpg,Ni.2_3mm_1000x-035.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-036.jpg,Ni.2_3mm_1000x-036.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-037.jpg,Ni.2_3mm_1000x-037.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-038.jpg,Ni.2_3mm_1000x-038.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-039.jpg,Ni.2_3mm_1000x-039.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-040.jpg,Ni.2_3mm_1000x-040.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-041.jpg,Ni.2_3mm_1000x-041.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-042.jpg,Ni.2_3mm_1000x-042.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-043.jpg,Ni.2_3mm_1000x-043.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-044.jpg,Ni.2_3mm_1000x-044.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-045.jpg,Ni.2_3mm_1000x-045.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-046.jpg,Ni.2_3mm_1000x-046.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-047.jpg,Ni.2_3mm_1000x-047.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-048.jpg,Ni.2_3mm_1000x-048.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-049.jpg,Ni.2_3mm_1000x-049.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-050.jpg,Ni.2_3mm_1000x-050.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-051.jpg,Ni.2_3mm_1000x-051.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-052.jpg,Ni.2_3mm_1000x-052.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-053.jpg,Ni.2_3mm_1000x-053.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-054.jpg,Ni.2_3mm_1000x-054.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-055.jpg,Ni.2_3mm_1000x-055.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-056.jpg,Ni.2_3mm_1000x-056.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-057.jpg,Ni.2_3mm_1000x-057.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-058.jpg,Ni.2_3mm_1000x-058.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-059.jpg,Ni.2_3mm_1000x-059.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-060.jpg,Ni.2_3mm_1000x-060.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-061.jpg,Ni.2_3mm_1000x-061.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-062.jpg,Ni.2_3mm_1000x-062.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-063.jpg,Ni.2_3mm_1000x-063.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-064.jpg,Ni.2_3mm_1000x-064.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-065.jpg,Ni.2_3mm_1000x-065.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-066.jpg,Ni.2_3mm_1000x-066.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-067.jpg,Ni.2_3mm_1000x-067.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-068.jpg,Ni.2_3mm_1000x-068.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-069.jpg,Ni.2_3mm_1000x-069.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-070.jpg,Ni.2_3mm_1000x-070.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-071.jpg,Ni.2_3mm_1000x-071.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-072.jpg,Ni.2_3mm_1000x-072.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-073.jpg,Ni.2_3mm_1000x-073.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-074.jpg,Ni.2_3mm_1000x-074.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-075.jpg,Ni.2_3mm_1000x-075.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-076.jpg,Ni.2_3mm_1000x-076.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
Ni.2 3mm,poprawne_adi,GJS Ni.2 lub Ni.2,POPRAWNE_ADI\Ni.2_3mm_1000x,POPRAWNE_ADI\Ni.2_3mm_1000x\Ni.2_3mm_1000x-077.jpg,Ni.2_3mm_1000x-077.jpg,3.0,870,90,370,90,1120.1,,14.3,,326.0,HB,3.45,2.59,0.26,0.015,0.04,0.057,0.038,2.54
